make,model,year,price,mileage,body_type,cylinders,transmission,fuel_type,color,location,description
toyota,corolla,2015,66191.0,90167,Sedan,Unknown,Automatic Transmission,Gasoline,Silver,Abu Dhabi,"2015 toyota corolla with Leather seats, Sunroof, Rear camera. Condition: Minor scratches."
mazda,cx-9,2005,113169.0,268705,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2005 mazda cx-9 with Navigation system, Rear camera, Bluetooth, Sunroof. Condition: No damage."
audi,a6,2016,49568.0,290171,Sedan,4,Automatic Transmission,Gasoline,Black,Abu Dhabi,"2016 audi a6 with Adaptive cruise control, Leather seats, Rear camera. Condition: Minor scratches."
honda,accord,2013,47197.0,223419,Sedan,4,Automatic Transmission,Hybrid,White, Dubai,"2013 honda accord with Navigation system, Adaptive cruise control, Rear camera, Sunroof. Condition: No damage."
mercedes-benz,g-class,2017,1822518.0,273292,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2017 mercedes-benz g-class with Navigation system, Sunroof. Condition: No damage."
land-rover,range-rover-sport,2007,176193.0,206935,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2007 land-rover range-rover-sport with Navigation system, Bluetooth. Condition: Dented door."
land-rover,range-rover,2005,203088.0,201875,SUV,8,Automatic Transmission,Gasoline,Red, Dubai,"2005 land-rover range-rover with Sunroof, Bluetooth, Navigation system. Condition: Repainted bumper."
nissan,murano,2017,17597.0,76914,Crossover,6,Automatic Transmission,Gasoline,Black, Dubai,"2017 nissan murano with Adaptive cruise control, Leather seats. Condition: Accident history."
audi,rsq3,2013,348313.0,94411,SUV,5,Automatic Transmission,Gasoline,Black, Dubai,"2013 audi rsq3 with Navigation system, Sunroof, Rear camera, Adaptive cruise control. Condition: Accident history."
mini,cooper,2010,24201.0,252262,Hatchback,4,Automatic Transmission,Gasoline,Green, Dubai,"2010 mini cooper with Navigation system, Adaptive cruise control. Condition: Engine repaired."
toyota,hiace,2016,125808.0,183680,Van,6,Manual Transmission,Gasoline,White, Dubai,"2016 toyota hiace with Rear camera, Leather seats. Condition: Repainted bumper."
jeep,wrangler-unlimited,2022,193764.0,80070,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2022 jeep wrangler-unlimited with Bluetooth, Leather seats. Condition: Engine repaired."
nissan,patrol,2018,112580.0,131674,SUV,8,Automatic Transmission,Gasoline,White, Sharjah,"2018 nissan patrol with Leather seats, Bluetooth, Sunroof, Rear camera. Condition: Dented door."
toyota,land-cruiser,2024,408243.0,233153,SUV,6,Automatic Transmission,Gasoline,White, Sharjah,"2024 toyota land-cruiser with Sunroof, Navigation system, Leather seats. Condition: No damage."
mercedes-benz,c-class,2019,270943.0,89601,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2019 mercedes-benz c-class with Bluetooth, Sunroof. Condition: Engine repaired."
mercedes-benz,g-class,2015,943879.0,201832,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2015 mercedes-benz g-class with Leather seats, Adaptive cruise control. Condition: Engine repaired."
mercedes-benz,c-class,2007,119067.0,136463,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2007 mercedes-benz c-class with Rear camera, Adaptive cruise control, Bluetooth. Condition: No damage."
dodge,charger,2019,75883.0,282683,Coupe,8,Automatic Transmission,Gasoline,Red, Sharjah,"2019 dodge charger with Leather seats, Navigation system, Bluetooth. Condition: Repainted bumper."
mercedes-benz,s-class,2016,116394.0,195459,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2016 mercedes-benz s-class with Rear camera, Sunroof, Navigation system. Condition: Dented door."
ford,f-series-pickup,2024,228384.0,289207,Pick Up Truck,6,Automatic Transmission,Hybrid,Black, Dubai,"2024 ford f-series-pickup with Navigation system, Bluetooth, Sunroof. Condition: Minor scratches."
subaru,brz,2016,71699.0,55723,Coupe,4,Automatic Transmission,Gasoline,White, Dubai,"2016 subaru brz with Adaptive cruise control, Rear camera, Navigation system, Bluetooth. Condition: Dented door."
renault,captur,2022,22376.0,247786,Hatchback,4,Automatic Transmission,Gasoline,Blue, Abu Dhabi,"2022 renault captur with Rear camera, Leather seats, Navigation system. Condition: Minor scratches."
aston-martin,db11,2020,684375.0,69631,Coupe,8,Automatic Transmission,Gasoline,Blue, Dubai,"2020 aston-martin db11 with Sunroof, Leather seats. Condition: No damage."
nissan,patrol,2006,308846.0,226913,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2006 nissan patrol with Sunroof, Leather seats, Bluetooth, Rear camera. Condition: Accident history."
mitsubishi,pajero,2012,58798.0,106426,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2012 mitsubishi pajero with Leather seats, Rear camera, Bluetooth, Sunroof. Condition: No damage."
land-rover,defender,2006,465173.0,103558,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2006 land-rover defender with Sunroof, Navigation system. Condition: Repainted bumper."
toyota,aurion,2020,40031.0,125134,Sedan,6,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2020 toyota aurion with Navigation system, Leather seats, Rear camera. Condition: Repainted bumper."
maserati,ghibli,2010,97068.0,185559,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai,"2010 maserati ghibli with Leather seats, Rear camera, Bluetooth. Condition: Minor scratches."
mitsubishi,pajero,2018,44658.0,92870,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2018 mitsubishi pajero with Sunroof, Adaptive cruise control, Rear camera. Condition: No damage."
audi,q7,2017,73243.0,275896,SUV,6,Automatic Transmission,Gasoline,Brown, Dubai,"2017 audi q7 with Leather seats, Adaptive cruise control. Condition: Accident history."
mercedes-benz,e-class,2016,368742.0,10258,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2016 mercedes-benz e-class with Leather seats, Sunroof, Navigation system. Condition: Accident history."
chevrolet,tahoe,2007,154488.0,288744,SUV,8,Automatic Transmission,Gasoline,Gold, Abu Dhabi,"2007 chevrolet tahoe with Bluetooth, Leather seats, Sunroof, Adaptive cruise control. Condition: Accident history."
audi,rs6,2017,727007.0,65409,Wagon,8,Automatic Transmission,Gasoline,Black, Dubai,"2017 audi rs6 with Sunroof, Leather seats, Adaptive cruise control. Condition: Dented door."
nissan,sunny,2018,35066.0,20858,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2018 nissan sunny with Sunroof, Bluetooth, Adaptive cruise control. Condition: Dented door."
toyota,yaris,2010,44959.0,296069,Hatchback,4,Automatic Transmission,Gasoline,Teal, Dubai,"2010 toyota yaris with Rear camera, Adaptive cruise control. Condition: Dented door."
porsche,cayenne,2020,473488.0,69805,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2020 porsche cayenne with Bluetooth, Leather seats. Condition: Dented door."
bentley,continental,2005,426027.0,82742,Coupe,12,Automatic Transmission,Gasoline,Red, Dubai,"2005 bentley continental with Bluetooth, Sunroof, Adaptive cruise control, Navigation system. Condition: No damage."
infiniti,g25,2009,41408.0,39753,Sedan,6,Automatic Transmission,Gasoline,Silver, Abu Dhabi,"2009 infiniti g25 with Leather seats, Bluetooth, Sunroof. Condition: Dented door."
toyota,land-cruiser,2013,271674.0,73787,SUV,8,Automatic Transmission,Diesel,White, Dubai,"2013 toyota land-cruiser with Adaptive cruise control, Sunroof. Condition: Engine repaired."
nissan,sunny,2012,29233.0,154578,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2012 nissan sunny with Rear camera, Navigation system, Adaptive cruise control, Bluetooth. Condition: Repainted bumper."
cadillac,escalade,2010,618270.0,247463,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2010 cadillac escalade with Sunroof, Bluetooth. Condition: Engine repaired."
toyota,rav-4,2006,43580.0,227337,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2006 toyota rav-4 with Leather seats, Sunroof, Rear camera. Condition: Minor scratches."
mercedes-benz,gl-class,2024,97427.0,17531,SUV,8,Automatic Transmission,Gasoline,Gold, Sharjah,"2024 mercedes-benz gl-class with Leather seats, Sunroof. Condition: Dented door."
lexus,ux-200,2006,162554.0,166253,Hatchback,4,Automatic Transmission,Gasoline,Grey, Dubai,"2006 lexus ux-200 with Adaptive cruise control, Sunroof, Leather seats, Bluetooth. Condition: Engine repaired."
chevrolet,camaro,2006,69966.0,293181,Sports Car,6,Automatic Transmission,Gasoline,Yellow, Dubai,"2006 chevrolet camaro with Sunroof, Rear camera. Condition: Dented door."
kia,sportage,2012,34193.0,96689,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2012 kia sportage with Adaptive cruise control, Bluetooth, Leather seats, Navigation system. Condition: No damage."
honda,hr-v,2020,53329.0,187933,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2020 honda hr-v with Navigation system, Adaptive cruise control, Leather seats. Condition: Repainted bumper."
mercedes-benz,glc,2005,405167.0,243293,SUV,4,Automatic Transmission,Gasoline,Grey, Abu Dhabi,"2005 mercedes-benz glc with Bluetooth, Navigation system. Condition: Dented door."
mitsubishi,lancer,2007,28960.0,272591,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2007 mitsubishi lancer with Rear camera, Sunroof, Leather seats. Condition: Repainted bumper."
bmw,3-series,2007,22272.0,54147,Coupe,6,Automatic Transmission,Gasoline,Grey, Dubai,"2007 bmw 3-series with Bluetooth, Sunroof, Navigation system, Adaptive cruise control. Condition: Repainted bumper."
ford,edge,2007,35902.0,109163,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2007 ford edge with Adaptive cruise control, Bluetooth, Sunroof, Leather seats. Condition: Repainted bumper."
nissan,pathfinder,2014,32534.0,284952,SUV,6,Automatic Transmission,Gasoline,Silver, Sharjah,"2014 nissan pathfinder with Navigation system, Rear camera, Leather seats. Condition: Dented door."
nissan,sentra,2009,38730.0,176922,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2009 nissan sentra with Navigation system, Adaptive cruise control. Condition: Engine repaired."
mercedes-benz,gle-class,2014,384698.0,113641,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2014 mercedes-benz gle-class with Sunroof, Rear camera. Condition: Accident history."
bmw,5-series,2018,73937.0,154670,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2018 bmw 5-series with Adaptive cruise control, Rear camera, Bluetooth. Condition: Repainted bumper."
jeep,wrangler,2008,93419.0,86952,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2008 jeep wrangler with Rear camera, Sunroof, Leather seats. Condition: Accident history."
jaguar,xf,2024,40582.0,281408,Sedan,4,Automatic Transmission,Gasoline,Burgundy, Abu Dhabi,"2024 jaguar xf with Sunroof, Navigation system, Leather seats, Rear camera. Condition: No damage."
porsche,panamera,2010,87427.0,200386,Sedan,8,Automatic Transmission,Gasoline,Silver, Dubai,"2010 porsche panamera with Bluetooth, Adaptive cruise control. Condition: Engine repaired."
mercedes-benz,g-class,2016,796626.0,56553,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2016 mercedes-benz g-class with Bluetooth, Leather seats, Adaptive cruise control. Condition: No damage."
land-rover,range-rover,2020,223059.0,110164,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2020 land-rover range-rover with Navigation system, Rear camera. Condition: Minor scratches."
volkswagen,id4,2015,114070.0,159679,Crossover,Unknown,Automatic Transmission,Electric,White, Dubai,"2015 volkswagen id4 with Sunroof, Navigation system. Condition: Engine repaired."
mercedes-benz,gle-coupe,2007,148944.0,41964,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2007 mercedes-benz gle-coupe with Leather seats, Navigation system, Bluetooth, Rear camera. Condition: Minor scratches."
lexus,lx-series,2008,78339.0,219975,SUV,8,Automatic Transmission,Gasoline,Blue, Sharjah,"2008 lexus lx-series with Adaptive cruise control, Navigation system, Leather seats, Bluetooth. Condition: Accident history."
dodge,charger,2019,164832.0,142261,Sedan,8,Automatic Transmission,Gasoline,Red, Dubai,"2019 dodge charger with Rear camera, Adaptive cruise control, Bluetooth. Condition: Minor scratches."
porsche,cayenne,2018,1066806.0,136962,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2018 porsche cayenne with Adaptive cruise control, Leather seats. Condition: Repainted bumper."
mercedes-benz,s-class,2014,39627.0,188153,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2014 mercedes-benz s-class with Adaptive cruise control, Rear camera. Condition: Repainted bumper."
lamborghini,gallardo,2018,273116.0,238262,Sports Car,10,Automatic Transmission,Gasoline,Orange, Dubai,"2018 lamborghini gallardo with Adaptive cruise control, Navigation system, Leather seats, Sunroof. Condition: Dented door."
mercedes-benz,cls-class,2016,14055.0,287311,Sedan,6,Automatic Transmission,Gasoline,Burgundy, Dubai,"2016 mercedes-benz cls-class with Adaptive cruise control, Navigation system. Condition: Accident history."
bmw,x5,2020,87728.0,156503,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2020 bmw x5 with Sunroof, Rear camera, Adaptive cruise control. Condition: Accident history."
porsche,cayenne,2012,1019137.0,195597,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2012 porsche cayenne with Leather seats, Rear camera. Condition: Minor scratches."
maserati,ghibli,2018,170569.0,107409,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2018 maserati ghibli with Sunroof, Rear camera, Bluetooth. Condition: Minor scratches."
jeep,grand-cherokee,2009,146432.0,140427,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2009 jeep grand-cherokee with Bluetooth, Rear camera, Navigation system. Condition: Accident history."
mercedes-benz,s-class,2006,384297.0,48590,Sedan,12,Automatic Transmission,Gasoline,White, Dubai,"2006 mercedes-benz s-class with Leather seats, Adaptive cruise control, Rear camera, Bluetooth. Condition: Dented door."
lexus,rx-series,2018,156962.0,295149,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2018 lexus rx-series with Leather seats, Navigation system, Adaptive cruise control. Condition: Dented door."
mercedes-benz,c-class,2018,93216.0,79891,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai,"2018 mercedes-benz c-class with Rear camera, Navigation system, Sunroof. Condition: Engine repaired."
honda,odyssey,2024,25124.0,14234,Sedan,4,Automatic Transmission,Gasoline,Black,Sharjah,"2024 honda odyssey with Rear camera, Adaptive cruise control, Sunroof. Condition: Accident history."
hyundai,santa-fe,2020,55982.0,151309,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2020 hyundai santa-fe with Navigation system, Sunroof. Condition: No damage."
nissan,armada,2016,25471.0,243952,Van,8,Automatic Transmission,Gasoline,White, Sharjah,"2016 nissan armada with Adaptive cruise control, Sunroof, Leather seats. Condition: No damage."
mercedes-benz,e-class,2011,140941.0,154642,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2011 mercedes-benz e-class with Leather seats, Rear camera. Condition: Accident history."
ford,edge,2021,41366.0,202245,SUV,6,Automatic Transmission,Gasoline,Brown, Abu Dhabi,"2021 ford edge with Adaptive cruise control, Sunroof, Navigation system. Condition: Dented door."
jeep,wrangler,2005,97370.0,54843,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2005 jeep wrangler with Sunroof, Adaptive cruise control, Navigation system, Leather seats. Condition: Accident history."
dodge,ram,2006,414365.0,84171,SUV,4,Automatic Transmission,Gasoline,Black, Sharjah,"2006 dodge ram with Rear camera, Leather seats. Condition: Repainted bumper."
nissan,patrol,2019,59809.0,222510,SUV,6,Manual Transmission,Gasoline,Gold, Sharjah,"2019 nissan patrol with Navigation system, Bluetooth. Condition: Repainted bumper."
land-rover,range-rover-sport,2013,130276.0,113092,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2013 land-rover range-rover-sport with Navigation system, Rear camera. Condition: Repainted bumper."
mercedes-benz,gle-class,2012,310304.0,174827,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2012 mercedes-benz gle-class with Bluetooth, Adaptive cruise control, Sunroof. Condition: Minor scratches."
porsche,cayenne,2018,1039272.0,243029,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2018 porsche cayenne with Rear camera, Sunroof. Condition: Dented door."
nissan,murano,2018,28624.0,269954,SUV,6,Automatic Transmission,Gasoline,Brown, Sharjah,"2018 nissan murano with Rear camera, Navigation system, Adaptive cruise control. Condition: No damage."
lexus,rx-series,2015,134252.0,186808,SUV,4,Automatic Transmission,Gasoline,Blue, Dubai,"2015 lexus rx-series with Leather seats, Rear camera. Condition: Accident history."
mitsubishi,pajero,2010,55551.0,54102,SUV,6,Automatic Transmission,Gasoline,Brown, Dubai,"2010 mitsubishi pajero with Rear camera, Adaptive cruise control. Condition: Engine repaired."
volvo,v-class,2016,49810.0,221539,Hatchback,4,Automatic Transmission,Gasoline,Blue, Dubai,"2016 volvo v-class with Rear camera, Leather seats, Navigation system, Adaptive cruise control. Condition: Accident history."
lamborghini,aventador,2016,2511401.0,203984,Hard Top Convertible,12,Automatic Transmission,Gasoline,Yellow, Dubai,"2016 lamborghini aventador with Sunroof, Adaptive cruise control, Rear camera, Leather seats. Condition: Minor scratches."
mercedes-benz,gle-class,2024,138895.0,240824,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2024 mercedes-benz gle-class with Adaptive cruise control, Navigation system. Condition: No damage."
land-rover,range-rover,2006,210939.0,17647,Crossover,8,Automatic Transmission,Gasoline,White, Dubai,"2006 land-rover range-rover with Bluetooth, Sunroof. Condition: Repainted bumper."
maserati,levante,2009,333262.0,253870,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2009 maserati levante with Navigation system, Leather seats. Condition: No damage."
bmw,3-series,2016,22588.0,254886,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2016 bmw 3-series with Navigation system, Adaptive cruise control, Leather seats. Condition: Engine repaired."
bmw,3-series,2019,53426.0,299373,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2019 bmw 3-series with Leather seats, Bluetooth, Adaptive cruise control, Navigation system. Condition: Minor scratches."
land-rover,range-rover,2007,170912.0,260967,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2007 land-rover range-rover with Bluetooth, Navigation system, Adaptive cruise control, Leather seats. Condition: Accident history."
land-rover,range-rover-sport,2021,63602.0,145529,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2021 land-rover range-rover-sport with Leather seats, Sunroof. Condition: Accident history."
toyota,highlander,2021,160278.0,107652,SUV,6,Automatic Transmission,Gasoline,Red, Sharjah,"2021 toyota highlander with Adaptive cruise control, Rear camera, Bluetooth. Condition: No damage."
dodge,ram,2013,380675.0,209915,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah,"2013 dodge ram with Adaptive cruise control, Navigation system, Sunroof. Condition: Dented door."
peugeot,308,2023,39726.0,42656,Hatchback,4,Automatic Transmission,Gasoline,Brown, Dubai,"2023 peugeot 308 with Bluetooth, Sunroof. Condition: Accident history."
mercedes-benz,s-class,2011,799715.0,86175,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2011 mercedes-benz s-class with Bluetooth, Adaptive cruise control. Condition: Accident history."
mercedes-benz,cls-class,2007,33229.0,196685,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2007 mercedes-benz cls-class with Navigation system, Sunroof, Bluetooth, Rear camera. Condition: No damage."
mercedes-benz,c-class,2021,275324.0,208926,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2021 mercedes-benz c-class with Rear camera, Leather seats, Sunroof, Bluetooth. Condition: No damage."
toyota,corolla,2012,54697.0,36146,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2012 toyota corolla with Rear camera, Navigation system. Condition: Dented door."
land-rover,range-rover,2022,190988.0,71100,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2022 land-rover range-rover with Rear camera, Adaptive cruise control, Bluetooth. Condition: Minor scratches."
ford,bronco,2013,247487.0,184860,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai,"2013 ford bronco with Sunroof, Leather seats, Bluetooth, Adaptive cruise control. Condition: Dented door."
porsche,cayenne,2017,23379.0,110280,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2017 porsche cayenne with Adaptive cruise control, Sunroof. Condition: Repainted bumper."
nissan,patrol,2024,173005.0,38929,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2024 nissan patrol with Leather seats, Rear camera, Sunroof, Navigation system. Condition: Dented door."
porsche,cayenne,2014,71812.0,112893,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2014 porsche cayenne with Leather seats, Rear camera. Condition: Minor scratches."
kia,sportage,2021,21641.0,238009,SUV,4,Automatic Transmission,Gasoline,Grey, Sharjah,"2021 kia sportage with Adaptive cruise control, Rear camera. Condition: Repainted bumper."
land-rover,range-rover,2015,539094.0,152947,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2015 land-rover range-rover with Navigation system, Leather seats, Adaptive cruise control, Bluetooth. Condition: No damage."
mercedes-benz,e-class,2024,236572.0,138622,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai,"2024 mercedes-benz e-class with Leather seats, Rear camera, Bluetooth, Sunroof. Condition: Dented door."
bmw,x5,2011,247933.0,118736,SUV,6,Automatic Transmission,Gasoline,Black, Sharjah,"2011 bmw x5 with Leather seats, Bluetooth, Sunroof, Navigation system. Condition: Minor scratches."
mitsubishi,montero-sport,2011,58165.0,252214,Crossover,6,Automatic Transmission,Gasoline,White, Sharjah,"2011 mitsubishi montero-sport with Sunroof, Bluetooth, Navigation system, Rear camera. Condition: No damage."
land-rover,range-rover,2016,359032.0,120580,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2016 land-rover range-rover with Adaptive cruise control, Bluetooth. Condition: Repainted bumper."
audi,q8,2021,352539.0,150826,SUV,6,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2021 audi q8 with Rear camera, Leather seats, Sunroof, Adaptive cruise control. Condition: Engine repaired."
kia,cerato,2021,61159.0,81446,Sedan,4,Automatic Transmission,Gasoline,Blue, Sharjah,"2021 kia cerato with Sunroof, Leather seats, Bluetooth, Navigation system. Condition: Repainted bumper."
dodge,charger,2019,52179.0,217621,Sports Car,6,Automatic Transmission,Gasoline,White, Ajman,"2019 dodge charger with Leather seats, Rear camera, Navigation system, Bluetooth. Condition: No damage."
mercedes-benz,e-class,2023,586897.0,71999,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai,"2023 mercedes-benz e-class with Navigation system, Leather seats, Adaptive cruise control, Bluetooth. Condition: Dented door."
chrysler,200cev200,2019,19334.0,84685,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai,"2019 chrysler 200cev200 with Navigation system, Rear camera. Condition: No damage."
toyota,prado,2015,109661.0,191237,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2015 toyota prado with Rear camera, Leather seats. Condition: Engine repaired."
toyota,rav-4,2005,141229.0,15530,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2005 toyota rav-4 with Navigation system, Sunroof, Rear camera. Condition: No damage."
dodge,charger,2021,57972.0,211077,Sports Car,6,Automatic Transmission,Gasoline,White, Ajman,"2021 dodge charger with Leather seats, Rear camera. Condition: Repainted bumper."
land-rover,range-rover,2016,386907.0,279715,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2016 land-rover range-rover with Bluetooth, Rear camera, Sunroof. Condition: Engine repaired."
bmw,6-series,2013,24045.0,219829,Soft Top Convertible,6,Automatic Transmission,Gasoline,Blue, Dubai,"2013 bmw 6-series with Leather seats, Rear camera, Adaptive cruise control. Condition: Accident history."
bmw,7-series,2008,34880.0,97703,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2008 bmw 7-series with Bluetooth, Rear camera, Leather seats, Sunroof. Condition: Accident history."
hyundai,other,2007,41216.0,54935,Sedan,6,Automatic Transmission,Gasoline,White, Sharjah,"2007 hyundai other with Adaptive cruise control, Navigation system, Bluetooth. Condition: Minor scratches."
jeep,grand-cherokee,2010,186738.0,252128,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2010 jeep grand-cherokee with Sunroof, Adaptive cruise control, Bluetooth. Condition: Accident history."
rolls-royce,cullinan,2020,2811800.0,143933,SUV,12,Automatic Transmission,Gasoline,White, Dubai,"2020 rolls-royce cullinan with Navigation system, Adaptive cruise control, Bluetooth. Condition: Accident history."
toyota,land-cruiser,2009,88360.0,91707,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2009 toyota land-cruiser with Leather seats, Rear camera. Condition: Engine repaired."
land-rover,range-rover-sport,2021,81058.0,233699,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2021 land-rover range-rover-sport with Leather seats, Sunroof, Bluetooth, Rear camera. Condition: Dented door."
mazda,cx-9,2023,27830.0,176811,SUV,6,Automatic Transmission,Gasoline,Burgundy, Dubai,"2023 mazda cx-9 with Rear camera, Sunroof, Adaptive cruise control. Condition: Repainted bumper."
toyota,hiace,2014,61837.0,51123,Van,4,Manual Transmission,Gasoline,White, Dubai,"2014 toyota hiace with Rear camera, Navigation system, Adaptive cruise control, Sunroof. Condition: Minor scratches."
land-rover,range-rover-sport,2010,282172.0,37803,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2010 land-rover range-rover-sport with Leather seats, Sunroof, Bluetooth, Navigation system. Condition: Repainted bumper."
honda,accord,2017,46093.0,213396,Sedan,4,Automatic Transmission,Gasoline,Red, Dubai,"2017 honda accord with Leather seats, Navigation system, Bluetooth. Condition: Accident history."
mercedes-benz,g-class,2008,1104607.0,149114,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2008 mercedes-benz g-class with Leather seats, Rear camera. Condition: Engine repaired."
ferrari,812-superfast,2016,1077521.0,85523,SUV,12,Automatic Transmission,Gasoline,Red, Dubai,"2016 ferrari 812-superfast with Rear camera, Navigation system. Condition: No damage."
renault,koleos,2016,25992.0,63194,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2016 renault koleos with Adaptive cruise control, Bluetooth. Condition: Repainted bumper."
ford,mustang,2010,60457.0,200030,Coupe,4,Automatic Transmission,Gasoline,White, Abu Dhabi,"2010 ford mustang with Rear camera, Adaptive cruise control, Sunroof. Condition: Dented door."
rolls-royce,cullinan,2012,2212245.0,239909,SUV,12,Automatic Transmission,Gasoline,Black, Dubai,"2012 rolls-royce cullinan with Navigation system, Adaptive cruise control, Leather seats, Rear camera. Condition: No damage."
mazda,3,2021,44406.0,175785,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2021 mazda 3 with Adaptive cruise control, Rear camera, Bluetooth. Condition: Dented door."
porsche,cayenne,2017,445051.0,240738,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2017 porsche cayenne with Rear camera, Bluetooth, Sunroof, Adaptive cruise control. Condition: Engine repaired."
mazda,6,2006,71015.0,56092,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2006 mazda 6 with Navigation system, Bluetooth, Sunroof, Rear camera. Condition: Engine repaired."
jeep,grand-cherokee,2015,72170.0,250900,SUV,6,Automatic Transmission,Gasoline,Red, Dubai,"2015 jeep grand-cherokee with Rear camera, Leather seats, Sunroof. Condition: Minor scratches."
bentley,bentayga,2005,756870.0,284110,SUV,12,Automatic Transmission,Gasoline,Black, Dubai,"2005 bentley bentayga with Navigation system, Sunroof. Condition: Repainted bumper."
dodge,challenger,2021,43808.0,173881,Sedan,6,Automatic Transmission,Gasoline,Purple, Sharjah,"2021 dodge challenger with Navigation system, Bluetooth, Adaptive cruise control, Sunroof. Condition: Engine repaired."
aston-martin,vantage,2016,163168.0,46933,Coupe,8,Automatic Transmission,Gasoline,Grey, Dubai,"2016 aston-martin vantage with Rear camera, Adaptive cruise control, Navigation system. Condition: Dented door."
